Test ID,auroc,eer,accuracy_at_eer,sensitivity_at_eer,specificity_at_eer,accuracy_at_sensitivity90,sensitivity_at_sensitivity90,specificity_at_sensitivity90
b_m_Chemo_LogisticRegression/version_3,0.7649572491645813,0.33012819290161133,0.6708860993385315,0.6666666865348816,0.6730769276618958,0.4810126721858978,0.9259259104728699,0.25
b_m_Chemo_LogisticRegression/version_4,0.7462365627288818,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.489130437374115,0.8666666746139526,0.30645161867141724
b_m_Chemo_LinearRegression/version_0,0.6809027791023254,0.3499999940395355,0.6428571343421936,0.6666666865348816,0.6333333253860474,0.3571428656578064,0.875,0.15000000596046448
b_m_Chemo_LinearRegression/version_1,0.7794117331504822,0.2928921580314636,0.7066666483879089,0.7083333134651184,0.7058823704719543,0.2933333218097687,0.9166666865348816,0.0
b_m_Chemo_LinearRegression/version_2,0.907988965511322,0.14848482608795166,0.8522727489471436,0.8484848737716675,0.8545454740524292,0.7159090638160706,0.9090909361839294,0.6000000238418579
b_m_Chemo_LinearRegression/version_3,0.7649572491645813,0.33012819290161133,0.6708860993385315,0.6666666865348816,0.6730769276618958,0.4810126721858978,0.9259259104728699,0.25
b_m_Chemo_LinearRegression/version_4,0.7403225898742676,0.3032258152961731,0.695652186870575,0.699999988079071,0.6935483813285828,0.489130437374115,0.8666666746139526,0.30645161867141724
b_m_cat_all_RandomForest/version_0,0.8034722805023193,0.26250001788139343,0.75,0.7083333134651184,0.7666666507720947,0.5595238208770752,0.9166666865348816,0.4166666567325592
b_m_cat_all_RandomForest/version_1,0.8178104758262634,0.25245097279548645,0.746666669845581,0.75,0.7450980544090271,0.36000001430511475,0.9166666865348816,0.09803921729326248
b_m_cat_all_RandomForest/version_2,0.8134986758232117,0.33636364340782166,0.6704545617103577,0.6363636255264282,0.6909090876579285,0.6931818127632141,0.9090909361839294,0.5636363625526428
b_m_cat_all_RandomForest/version_3,0.7966524958610535,0.22649571299552917,0.7721518874168396,0.7777777910232544,0.7692307829856873,0.607594907283783,0.8888888955116272,0.4615384638309479
b_m_cat_all_RandomForest/version_4,0.7204301357269287,0.36881721019744873,0.6304348111152649,0.6333333253860474,0.6290322542190552,0.4021739065647125,0.8666666746139526,0.17741934955120087
